item,supplier,description,admin,accounting,qa,qc,dok,systemkaizen,prodsupport_stafftools,prodsupport_staffoffice,prodsupport_supplies,audittraining,prodmgt,impexcrating,molding,fabrication,whreceiving,saitama,purchasing,prodtech,partsinspection,prod1dcmotor,prod1ud700yud,prod1sdrb260,prod1rbw10,prod2glr100,prod1brm,prod1technician,prod1office,prod1partsprep,prod2rbw150,prod2rbg,prod2technician,prod2partsprep,prod2packaging,prod2office,g200,rbw50,rbw100,sdrb100
Ink CV,COPYLANDIA,Black UA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L - Folder,RLT 88 TRADING CO.,Clear - Long,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L - Folder,RLT 88 TRADING CO.,Clear - Long,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L - Folder,RLT 88 TRADING CO., A4 Size - Clear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L - Folder,RLT 88 TRADING CO., A4 Size Colored/Assorted,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Laminating Film,RLT 88 TRADING CO.,A4 Size (250 microns),2,1,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,1,0,5,0,2,0,0
Laminating Film,RLT 88 TRADING CO.,A3 size (250 microns),5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Letter Envelope,RLT 88 TRADING CO.,White - Long,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Masking Tape,BENJ ENTERPRISES,"1/2""",1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Masking Tape,BENJ ENTERPRISES,"1""",1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Roll ,COPYLANDIA,Riso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master CV ,COPYLANDIA, B4 UA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metal Tray,RLT 88 TRADING CO.,3 Layers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newsprint,RLT 88 TRADING CO.,Metro A4  ,2,2,0,0,0,0,0,0,3,3,8,2,15,8,2,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newsprint,RLT 88 TRADING CO.,Metro A4  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Notebook,RLT 88 TRADING CO.,Veco,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Notebook,RLT 88 TRADING CO.,Veco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Notebook,RLT 88 TRADING CO.,Steno Notes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paper Clip,RLT 88 TRADING CO.,Big,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paper Clip,RLT 88 TRADING CO.,Small,2,1,1,0,0,0,0,2,0,0,1,2,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paper Clip,RLT 88 TRADING CO.,Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paper Fastener,RLT 88 TRADING CO.,Prince,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paper,RLT 88 TRADING CO.,Green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parchment Paper,ROBINSON NATIONAL,"9""X12""",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parchment Paper,ROBINSON NATIONAL,"9""X12""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pen,BENJ ENTERPRISES,Snowman - Silver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pen,BENJ ENTERPRISES,ZEBRA BLACK,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,2,6,10,0,0,0,1,0,0,3,0,0,0,3,2,3
Pen,BENJ ENTERPRISES,ZEBRA RED,0,0,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pencil,RLT 88 TRADING CO.,Mongol 1 & 2,1,0,0,0,5,0,0,0,0,0,0,0,0,2,5,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Pentel Pen,SM,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pentel Pen,SM,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Permanent Mounting Tape,SM,"3M - 1"" x 6m",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Permanent Pen,RLT 88 TRADING CO.,Pilot - Black,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Permanent Pen,RLT 88 TRADING CO.,Pilot - Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Permanent Pen,RLT 88 TRADING CO.,Pilot - Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Permanent Pen,RLT 88 TRADING CO.,Pilot - Red,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Permanent Pen,RLT 88 TRADING CO.,Refill Ink - Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Permanent Pen,RLT 88 TRADING CO.,Refill Ink - Red,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pilot Sign Pen,RLT 88 TRADING CO.,G-Tech - Black (0.3),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pilot Sign Pen,RLT 88 TRADING CO.,G-TECH Refill Ink,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plastic Filler (Clear Sheet),RLT 88 TRADING CO.,A4,25,0,0,20,0,0,0,0,0,0,5,0,25,0,0,0,0,0,15,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plastic Filler (Clear Sheet),RLT 88 TRADING CO.,LONG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plastic Filler (Clear Sheet),RLT 88 TRADING CO.,LONG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plastic Filler (Clear Sheet),RLT 88 TRADING CO.,LONG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocket Notebook,BENJ ENTERPRISES,Spring on top,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Post It Note,RLT 88 TRADING CO.,"Acura - 1.5 x 2""",1,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Post It Note,RLT 88 TRADING CO.,"Acura - 1.5 x 2""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Post It Note,RLT 88 TRADING CO.,"Acura - 2x3""",0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Post It Note,RLT 88 TRADING CO.,"Acura - 2x3""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Post It Note,RLT 88 TRADING CO.,"Acura - 3x3""",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Post It Note,RLT 88 TRADING CO.,"Acura - 3x3""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Post It Note,RLT 88 TRADING CO.,"1.5 x 2"" Colored(Except Yellow)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Post It Note,RLT 88 TRADING CO.,2x3'' Colored (Except Yellow),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Post It Note,RLT 88 TRADING CO.,3x3 Colored(Except Yellow),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Powder Detergent Soap,UNOCHEM,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puncher,RLT 88 TRADING CO.,Carl No. 75A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Push Pins ,RLT 88 TRADING CO.,Snowman - 100's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Record Book,RLT 88 TRADING CO.,Shiny - 150 pages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Record Book,RLT 88 TRADING CO.,Shiny - 300 pages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Record Book,RLT 88 TRADING CO.,Shiny - 300 pages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Record Book,RLT 88 TRADING CO.,Shiny - 500 pages,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Record Book,RLT 88 TRADING CO.,Shiny - 500 pages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Record Book,RLT 88 TRADING CO.,Shiny - 500 pages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,BESTMARC,"1/2""",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,RLT 88 TRADING CO.,'2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riso Ink ,COPYLANDIA,Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruler,RLT 88 TRADING CO.,Aluminum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruler,RLT 88 TRADING CO.,Orions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scissors,BENJ ENTERPRISES,"6""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Scissors,BENJ ENTERPRISES,"8""",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0
Scotch Tape,BENJ ENTERPRISES,"1/2""x30m.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotch Tape,BENJ ENTERPRISES,"1""x100m.",7,5,2,0,0,0,0,1,0,0,0,1,18,10,0,0,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Self Inking Stamp Refill,BENJ ENTERPRISES,Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Self Inking Stamp Refill,BENJ ENTERPRISES,Blue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Self Inking Stamp Refill,BENJ ENTERPRISES,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sharpener,RLT 88 TRADING CO.,Carl Angel - 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stamp Pad,RLT 88 TRADING CO.,Artline - Big ( 0.2 ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stamp Pad,RLT 88 TRADING CO.,Artline - Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stamp Pad,RLT 88 TRADING CO.,Artline - Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stamp Pad Ink,RLT 88 TRADING CO.,Eveready - Black 30ml.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Stamp Pad Ink,RLT 88 TRADING CO.,Eveready - Blue 30ml.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stamp Pad Ink,RLT 88 TRADING CO.,Eveready - Blue 30ml.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stamp Pad Ink,RLT 88 TRADING CO.,Eveready - Red 30ml.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stamp Pad Ink,RLT 88 TRADING CO.,Eveready - Purple 30ml.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stamp Pad Ink,RLT 88 TRADING CO.,Eveready - Green 30ml.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staple Wire ,RLT 88 TRADING CO.,Max #10-1M,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Staple Wire ,BENJ ENTERPRISES,Max #35-5M,1,1,0,15,0,0,0,0,3,0,0,1,0,0,5,0,0,0,1,0,0,0,0,3,3,0,0,0,0,5,0,4,2,0,0,0,1,1
Staple Wire Remover,RLT 88 TRADING CO.,Joy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stapler,BENJ ENTERPRISES, #35 Joy W/Remover,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stapler,BENJ ENTERPRISES, #35 MAX w/ Remover,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stapler,BENJ ENTERPRISES, #35 MAX w/o Remover,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Stapler,RLT 88 TRADING CO.,Max HD #10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tape Dispenser,RLT 88 TRADING CO.,New Wonder No .50(Table),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tape Dispenser,RLT 88 TRADING CO.,New Wonder No .50(Table),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tape Dispenser,RLT 88 TRADING CO.,New Wonder No .50(Table),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tape Dispenser ,BENJ ENTERPRISES,"Packing 3"" ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tape Dispenser  ,RLT 88 TRADING CO.,"Star No. 100 (Packing) 2""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tape Dispenser  ,RLT 88 TRADING CO.,"Star No. 100 (Packing) 2""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tissue,SM,Soft (SM Bonus) box,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tissue,SM,Soft (SM Bonus) box,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toner Docu Print, FUJIXEROX/DOTSPERINCH ,M355DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toner,VILJAM,85A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transparent Tape,BENJ ENTERPRISES,"3""x 50m. Clear",2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Transparent Tape,BENJ ENTERPRISES,"3""x 50m. Tan",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transparent Tape,BENJ ENTERPRISES,"2""x70m. Clear",0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whiteboard Eraser,RLT 88 TRADING CO.,Joy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whiteboard Marker,RLT 88 TRADING CO.,Monami - BLACK,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
Whiteboard Marker,RLT 88 TRADING CO.,Monami - BLUE,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Whiteboard Marker,RLT 88 TRADING CO.,Monami- RED,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
